kernel,gamma,max_iter,val_f1_score,n_neighbors
rbf,5.0,2000,0.6787525270375344,
rbf,10.0,2000,0.6648592567263005,
rbf,20.0,2000,0.6582775298537739,
rbf,30.0,2000,0.6515555555555554,
rbf,50.0,2000,0.6515555555555554,
knn,,2000,0.6357142857142857,7.0
knn,,2000,0.6205708464739663,5.0
knn,,2000,0.6133319938383229,3.0
knn,,2000,0.5643836665221692,10.0
