kernel,gamma,max_iter,val_f1_score,n_neighbors
knn,,2000,0.6662925680938522,7.0
knn,,2000,0.6273593304843305,5.0
knn,,2000,0.6071567234620249,10.0
knn,,2000,0.5378588592874307,3.0
rbf,5.0,2000,0.41325960364421904,
rbf,10.0,2000,0.35571771100017613,
rbf,20.0,2000,0.3553389341669458,
rbf,30.0,2000,0.3447965205884512,
rbf,50.0,2000,0.33730451006934303,
