elongation_pct
23.2
27.6
24.6
34.2
16.0
16.0
15.0
26.0
20.0
29.8
26.0
28.8
32.6
19.2
20.0
20.8
34.0
26.0
31.2
24.0
20.0
21.0
30.2
17.3
27.6
24.5
20.0
20.8
32.3
32.2
29.0
21.8
31.4
18.4
23.0
15.0
30.6
25.6
26.6
18.5
36.0
31.4
29.8
29.2
24.0
20.0
22.0
25.2
31.6
25.6
28.0
32.2
17.0
24.8
22.6
31.4
20.0
29.4
24.0
30.6
25.0
30.4
20.4
24.0
15.0
31.0
26.8
33.0
27.5
15.0
21.7
30.0
29.0
23.3
19.6
34.2
26.2
19.6
31.8
30.0
30.4
31.2
18.7
28.0
30.0
27.4
18.6
31.2
28.0
28.8
21.6
33.0
24.6
31.2
31.0
37.0
28.2
29.1
31.9
31.1
25.2
32.0
25.0
22.0
16.0
26.6
20.5
32.6
32.0
31.4
21.4
22.0
26.0
28.2
29.0
26.0
18.0
32.2
32.8
36.4
30.2
34.4
29.8
19.8
30.0
25.4
33.3
28.2
24.4
29.4
19.8
34.8
25.8
29.6
30.4
25.3
24.4
27.0
21.0
28.4
24.0
22.0
29.4
25.6
28.0
33.4
31.8
16.0
18.4
33.6
10.6
23.6
29.2
29.4
27.0
28.2
24.4
34.2
30.5
36.0
24.2
31.4
26.6
30.2
20.6
29.1
30.6
28.0
27.5
29.5
30.0
27.6
31.4
32.2
31.8
31.8
30.0
31.6
29.2
26.0
25.2
24.8
27.4
28.4
28.0
24.5
15.0
25.0
28.0
20.0
27.6
20.0
26.0
33.0
25.0
21.0
22.6
29.0
27.0
20.2
30.7
28.8
30.0
31.6
28.6
28.0
24.0
30.0
21.7
25.4
23.0
23.8
25.2
23.2
25.0
24.4
33.3
28.0
29.4
32.0
26.0
29.6
22.6
27.8
21.6
23.7
24.0
23.0
34.0
25.0
16.0
27.0
28.6
18.0
31.6
20.0
28.0
19.0
27.4
29.6
18.0
26.8
26.0
26.4
32.2
25.5
20.0
23.0
16.0
27.2
35.0
22.0
25.0
26.4
28.2
29.4
32.6
21.6
29.0
24.6
21.0
29.0
25.4
26.0
22.0
31.9
22.0
22.4
24.0
19.6
34.6
26.2
32.6
28.8
18.0
26.6
29.6
22.7
32.2
30.4
26.2
30.0
33.0
34.2
21.0
23.6
28.6
35.2
26.6
26.0
28.8
27.1
30.0
28.0
36.4
30.0
29.4
18.0
11.0
31.6
20.0
32.2
23.0
30.0
24.4
28.0
16.8
20.6
30.6
16.6
32.6
22.6
16.0
28.0
30.4
23.6
27.2
24.5
32.0
24.0
28.0
22.6
26.8
28.8
24.9
16.8
29.4
29.6
31.0
31.0
33.6
33.3
31.1
22.0
23.6
24.2
25.4
26.8
27.0
25.0
31.0
22.0
28.8
30.0
29.2
27.0
24.0
15.0
27.1
17.0
26.8
26.0
30.6
22.8
28.0
17.0
30.0
19.0
26.6
27.0
20.8
18.0
31.8
23.0
32.2
27.8
24.0
23.4
27.4
25.6
34.0
31.0
29.8
31.0
23.8
25.0
29.2
24.0
23.0
18.0
20.0
23.0
17.0
23.5
22.0
19.0
20.0
29.6
26.4
30.8
27.6
29.4
30.0
26.4
22.6
29.2
27.4
31.0
23.6
25.0
25.0
24.0
25.8
25.2
29.0
27.0
14.0
28.4
26.2
26.0
33.4
22.0
35.0
29.4
28.6
22.0
17.4
31.0
33.0
16.9
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
