0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-1.913620333841347,-0.569713449576851,-0.03953912618715164,0.420778413025937,-1.6072940440064183,-0.11814132732959802,0.020169872724869985,0.14225128410702448,0.2815439653792861,0.18750518549544842,-0.057303329432573526,0.238297039295854,0.35731415908290814,0.003177822394264572,0.2681180421975327,-0.6788424529215411,-0.9470069588425121,-0.09395472643684016,-0.4884705363624294,-0.5943194177152702
-1.9402150740456783,4.011571496222841,-0.1188354200725621,0.14209529470953006,2.0345213160489672,0.5975986975887916,1.1652428908278265,1.3361749700264558,0.7682673696574069,-0.7038902825063776,0.4300449694177929,-0.2578583196111443,0.30634947681269153,-0.4121969021167148,-0.793598910146814,0.58741581741332,1.449176145146889,-1.2580611590897037,-0.589847197397148,-0.7392339696066526
-0.4731351785255041,-0.9909882568185439,-0.5450901886858531,0.3639840592517664,-0.4354616403717088,-0.29510214387629474,-0.1516301699069971,-0.3015617554776353,0.09013914243826075,0.16275637875021295,0.0901350353810685,0.08426460195795349,0.025669943525843772,0.14763601046816838,-0.33746414226018195,-0.4233271935083651,-0.33509073251504495,0.18130876114375596,0.19083487913254552,0.5414604193538292
-1.807881482499731,3.619011370713544,-0.2759512963742304,0.2203018158171778,1.6844101920903292,0.434082366243699,1.3333867118086329,1.9197517430063706,1.3219416123406644,-0.9165754183099194,-0.2344104662859943,-0.9249497702257599,-0.45081737987732373,-1.2227489252628059,0.50926832798685,1.7132974291741565,0.7278790506421792,-1.0728137140105825,-0.45455879060764226,-0.2930949147365857
-1.3049739515310768,-0.9169763311719026,-0.48017841948024126,0.531976162793709,-1.4989199488782923,-0.08016968431137757,-0.7731711981860837,0.1960965646734084,0.697150207800813,-0.09360611423575638,-0.06580643837081271,-0.027454585850477515,0.056899412645127184,-0.33173421185335755,-0.4536244385483005,0.10410192094196467,0.8804567745307906,0.5977157295774203,0.20646888560504753,-1.1391272164321262
-2.175641718197513,4.038162408562679,-0.20660973582298905,0.2685457309316187,2.364903828513318,0.6897580996178897,1.2592556850708772,1.4443064863877606,0.8503393896041557,-0.7826670447172461,0.4317794112989319,-0.2927140701772934,0.30267696382604853,-0.46802079087131165,-0.6988862187878314,0.5830623720912871,1.710860444408028,-1.3244133159593576,-0.6548639851658427,-1.0061309380997785
-0.6743371611549903,-0.8980348913416052,-0.5948939489557602,0.28635614780502044,-0.4160308839776891,-0.08100801424829072,-0.4361980649256121,-0.3848018893720729,0.1191979741964734,0.15331677669574562,0.022124925903496594,0.029051543243535326,-0.10501906705472289,0.11133249979813885,-0.3746984234851294,-0.10272679822978006,0.06788160381061863,0.2954921845737653,0.5368359423454344,0.2913603625376608
-0.8041029243061927,-1.0154067627224852,-0.594158428635762,0.4425640020995412,-0.01481858635051728,-0.5505045538259963,0.24628627255737873,0.11579406672707047,-0.017092548953908254,0.26339028611514087,0.18244463731896035,-0.013097956007627703,0.13198292575936818,0.8940910845998632,-0.1879215961259362,-0.6675186427231689,-0.6965759479431032,-0.6887441637129782,-0.2729357425341817,0.6944991836009785
0.006464038148974087,-1.1399861854125342,-0.5785489844728519,0.5347653266448466,-0.39291802357957273,-0.39435736059106996,0.199160339583923,-0.21566458491171794,0.13552789233364942,0.142898990616459,0.12439318736264106,0.14741959151557651,0.12997171958093262,0.1566192489166822,-0.249775058050299,-0.8342090918317685,-0.7726540498503692,0.04062415029715562,-0.39608981282000844,0.763025387747985
-1.1926630037986456,-0.8678189263870867,-0.7500959923515013,0.6853177358153016,0.3742095991899762,-0.31718659186317777,-0.0022819483309384743,0.1559777435853296,0.07071269973570868,0.18380314040554843,0.1015452117277403,-0.1261871142359496,-0.06310509516791431,0.848702036243526,-0.2547814311196102,-0.24096415252531672,-0.09761470870906437,-0.5560215424741215,-0.035275172537248774,0.16096556030718276
