reduction_area_pct
78.8
58.0
78.8
78.9
69.8
71.9
70.9
75.0
32.0
74.0
74.0
62.0
68.0
80.6
75.0
77.0
72.0
78.0
79.7
78.8
78.8
77.8
75.0
80.7
81.5
67.5
63.0
66.0
55.0
76.0
76.0
75.0
69.0
76.9
61.0
62.0
80.6
74.0
64.0
60.0
74.0
74.5
71.9
77.4
80.7
78.8
69.0
59.8
77.0
81.6
63.0
76.0
54.0
77.0
77.0
73.2
76.0
74.0
65.0
59.0
80.6
70.5
73.0
80.5
71.9
77.0
77.0
73.0
71.0
77.5
80.6
71.0
74.9
76.4
68.0
76.0
77.5
66.0
54.0
75.9
73.0
76.0
70.0
80.3
66.0
78.0
74.9
77.0
78.0
80.6
79.8
70.8
78.7
67.5
77.5
75.0
63.0
76.0
62.0
78.9
64.2
78.8
74.0
62.0
78.9
67.0
76.0
74.0
50.0
73.0
77.0
60.0
68.6
70.8
78.0
69.0
72.7
73.0
80.7
69.1
75.0
80.6
75.0
78.9
76.0
65.3
44.0
76.9
28.0
78.9
78.0
77.0
78.9
78.9
70.0
59.0
47.6
77.9
78.9
78.4
77.0
82.3
78.7
72.4
48.0
77.8
70.2
17.0
76.9
79.8
82.3
47.0
62.0
77.0
75.9
77.9
77.8
72.9
78.9
70.7
67.0
58.1
78.9
72.0
69.7
78.9
74.0
59.3
81.5
72.0
78.8
74.0
65.0
68.5
71.9
68.6
80.6
65.2
80.6
78.0
75.9
68.8
75.0
70.7
73.0
72.0
78.0
67.5
66.0
76.9
55.0
74.5
73.5
60.0
60.0
69.7
66.0
62.0
76.0
67.0
54.0
78.0
73.0
69.0
64.5
78.8
66.5
70.8
75.0
78.6
78.0
68.6
65.3
72.0
78.9
70.8
71.0
72.0
76.0
75.0
77.0
70.0
70.4
74.0
69.8
76.9
78.9
67.0
80.6
65.0
77.0
77.9
66.0
77.9
80.7
69.0
76.8
80.6
77.0
80.5
69.0
68.0
75.0
72.9
72.9
78.8
79.7
69.0
69.7
80.7
76.0
69.9
76.0
80.6
67.0
77.0
81.4
63.0
76.6
77.0
54.0
71.9
78.9
60.0
78.9
64.0
81.5
76.4
69.0
77.0
78.9
73.0
54.0
80.7
69.0
60.0
78.9
77.0
50.0
78.8
73.7
80.6
77.0
58.0
81.5
78.8
80.5
76.8
71.0
63.0
78.9
68.5
78.8
71.0
75.0
80.7
64.0
65.0
62.0
77.0
75.0
79.8
62.0
70.0
68.0
74.0
63.0
78.0
80.6
76.9
68.0
76.0
78.9
78.9
80.6
70.8
77.0
76.0
75.0
78.1
72.0
51.0
71.9
70.2
67.5
76.0
75.0
68.0
78.9
77.4
60.0
74.0
75.0
73.0
80.0
77.0
61.2
78.9
69.0
76.0
80.6
80.3
66.0
70.8
78.0
74.0
76.0
69.0
42.0
60.0
75.0
80.7
63.0
49.0
78.9
61.9
69.0
70.8
67.0
67.0
80.3
77.0
76.0
74.5
77.0
64.4
77.0
79.8
79.6
73.0
73.9
77.0
68.6
66.0
77.0
64.0
75.0
80.7
67.0
77.0
68.7
78.8
60.0
77.0
80.6
51.0
76.0
79.3
70.0
71.5
77.0
68.6
78.0
66.0
77.0
71.0
77.0
60.0
76.9
70.0
80.5
63.0
77.0
64.0
73.0
77.0
78.9
80.6
77.0
62.0
67.0
73.0
75.9
51.0
78.9
80.7
77.0
68.7
74.0
74.0
78.8
74.0
62.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
