kernel,gamma,max_iter,val_f1_score,n_neighbors
rbf,30.0,2000,0.6826635846372688,
rbf,50.0,2000,0.6826635846372688,
rbf,5.0,2000,0.675258805225367,
rbf,20.0,2000,0.6680084339658808,
rbf,10.0,2000,0.6671167627107832,
knn,,2000,0.6123658404222158,3.0
knn,,2000,0.592970517145553,7.0
knn,,2000,0.5919968443197756,10.0
knn,,2000,0.5917464009067063,5.0
