kernel,gamma,max_iter,val_f1_score,n_neighbors
knn,,2000,0.55007122324316,7.0
knn,,2000,0.5400104013648886,10.0
knn,,2000,0.5115524511166712,5.0
rbf,30.0,2000,0.48776395848246246,
rbf,20.0,2000,0.48769409778525824,
knn,,2000,0.4818217728595559,3.0
rbf,10.0,2000,0.47508353040053386,
rbf,5.0,2000,0.47379442288355755,
rbf,50.0,2000,0.4516344572368421,
