kernel,gamma,max_iter,val_f1_score,n_neighbors
knn,,2000,0.5917600125238405,5.0
knn,,2000,0.5872861625670613,3.0
knn,,2000,0.565219049694856,7.0
knn,,2000,0.559204790529069,10.0
rbf,5.0,2000,0.45501170557214315,
rbf,10.0,2000,0.42237794308544957,
rbf,20.0,2000,0.40804597701149425,
rbf,30.0,2000,0.39894362775718706,
rbf,50.0,2000,0.3882984107703209,
