kernel,gamma,max_iter,val_f1_score,n_neighbors
rbf,50.0,2000,0.7076323150910767,
rbf,5.0,2000,0.68608174988411,
rbf,20.0,2000,0.686069851465275,
rbf,30.0,2000,0.686069851465275,
knn,,2000,0.6673059846272236,7.0
rbf,10.0,2000,0.6650362785672371,
knn,,2000,0.6204520839884009,10.0
knn,,2000,0.6143154409161872,3.0
knn,,2000,0.6132880440574132,5.0
