kernel,gamma,max_iter,val_f1_score,n_neighbors
knn,,2000,0.7409371680621464,10.0
knn,,2000,0.7258408304673484,7.0
knn,,2000,0.672635666377844,3.0
knn,,2000,0.660475734247856,5.0
rbf,5.0,2000,0.5046192251183544,
rbf,10.0,2000,0.49744692853817607,
rbf,20.0,2000,0.45301100460942034,
rbf,30.0,2000,0.43754120015902936,
rbf,50.0,2000,0.4085855519594969,
