kernel,gamma,max_iter,val_f1_score,n_neighbors
knn,,2000,0.6283193642463797,7.0
knn,,2000,0.6098303610265332,5.0
knn,,2000,0.5941398670499461,10.0
knn,,2000,0.5759676308539945,3.0
rbf,5.0,2000,0.5711125717579523,
rbf,10.0,2000,0.5690251422348609,
rbf,20.0,2000,0.5666830867020337,
rbf,30.0,2000,0.5619574040090345,
rbf,50.0,2000,0.5437810879674337,
