PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19
-2.157248295518788,0.07522312270042722,-0.0766842797692202,1.317705291820485,1.3923227653609764,0.936817446821982,0.9853023882583974,-0.5148299354868535,-1.0869590011869594,0.746597648175786,-0.6593600972928043,0.09351845516312877,0.13315281986415142,0.49023275636482805,0.03958925162803107,-0.9439562292645847,0.879102177029191,1.8365656562773607,0.3528084081934472
-0.7983121528441456,-1.0645191328913295,-0.017190719007754242,-0.25642866343014464,-0.2002791433842711,-0.07910168819734203,0.14557806301445736,0.1217741645706439,-0.4143522654648048,-0.29803370963045334,-0.06244304279891321,0.1791974531815075,0.08319829208562979,0.07206835599458397,-0.24580477905780954,0.3022793278592513,-0.06653123993399042,-0.10718632311678465,0.16825052637508453
-1.236028615159106,-0.9454267460321433,0.16182344927113462,-0.14005978105203545,-0.4174924375277189,-2.233345591021109,0.10013693511873623,0.30370495566309824,-0.37656805538291077,0.6438773184695994,-0.03180044492086277,0.12689278951867167,0.2259092572162186,0.45235278339026397,-0.5246656770864204,-0.4990747301963709,-1.2909782500072313,0.4338236892496489,0.07510227738638159
1.3323463349039586,2.6510610164538906,-1.9283062276689207,0.6465753899981461,1.1465345804806508,-0.023290194648931818,0.7708888733839574,-0.8525778626862857,1.537064881002167,-0.0845750987429696,-0.187260614101622,-0.3093235307878549,-0.3303708215064691,-0.39923222460726715,-0.8381101547335593,1.0257064500560968,0.10093687287130358,0.7493198705586563,0.653728041706569
0.6288432430637481,-2.2202897873728573,-1.5019077378232464,-2.0913636579151524,0.014892460807581042,0.7002208317970066,0.3197020361849667,-0.6165033437479664,-0.06613451259760161,-0.9976641478845218,0.4330153521955555,0.20921243072296838,0.025833847260394956,-0.4497233139765135,-0.09246531719892247,1.3499087264101617,0.7047910154627921,0.3903022545248885,-0.2765090115422475
-0.398845935388226,-2.059667754641693,-1.9645086916237364,-3.012829264828773,0.0432133062838224,0.3706511884581688,-0.11385354490226182,-1.156428171571733,1.5336362051450454,0.2728318561885699,-0.42286717632612025,-1.3855383351984338,-0.9436667057700107,-0.5232014247884762,2.489226309012828,1.0219145810291776,0.9363012126373381,-0.20228137751637926,-0.023170353168342796
-1.5122392854036453,-0.5237155638369746,-0.13785354381497494,-0.04110014321411657,0.31681924518788046,0.5095911466815802,-0.23600172599885463,0.3582834672226883,-0.4239629605965554,-0.34517943862416217,-0.03813331219011929,0.24328706698150096,0.028648944291644655,0.059523516858158536,0.04406052577080296,0.5755628452445793,0.6719761180835631,-1.1275115341158313,-0.61857495448774
0.8287265431701767,4.131305241516659,-0.7141756729779749,1.5968544889857015,1.801000494912892,0.4342760199222143,0.5178641786775553,-1.5819165624480458,1.3636831053903067,-0.30768720343982425,-0.188020839196502,-0.4337007554758448,-0.3307375514070089,-0.5701682877695334,-0.65789311474869,0.20314341227932523,0.22492638653699654,0.697417771649144,-1.123240457819396
-2.2797465792703804,0.1792528449077354,0.26239878917553255,0.8266231381143934,0.27071363211504845,1.3924477937390662,-0.9731279549714086,0.3220822896533611,-0.22084570766746733,0.04456337466275425,-0.030085036419696867,0.12079620751989673,0.05834146489884365,0.14955581009211769,0.431014012439926,0.15235587017595037,-0.3757189372620012,-1.9409797671562952,-0.3366665828813035
2.4656341769629795,5.308010607055097,-1.2965386729028177,1.5846888121385745,0.5563828981399143,-0.4435173159394618,0.8555648458271212,-0.5998797734429318,1.724028412838685,-0.6148627149337199,-0.5191156026662126,-0.48703305980414835,-0.4874508287752262,-0.6022219687458816,-0.5415522288209368,1.9015466199582616,-1.0298113774452526,-1.80389792790547,-0.001994243432818164
-2.144876731588506,-0.22649264206944164,-0.2795516258920083,0.5724319335672552,1.418960195850335,1.848696737300476,0.7610484266357463,0.004859580161633898,-0.9408125436975475,0.38402626424984265,-0.3456900772007811,0.24302484534557464,0.13643366574229857,0.5018321870162852,0.48764365098456874,-0.11907730645354876,0.41128063652967894,-0.6410872513215539,-0.3504777579335151
