charpy_toughness_J
100.0
28.0
221.0
155.0
224.0
9.0
100.0
28.0
28.0
165.0
70.0
100.0
28.0
50.0
100.0
28.0
100.0
6.0
100.0
95.0
100.0
3.0
100.0
100.0
117.0
270.0
53.0
117.0
154.0
50.0
40.0
188.0
50.0
150.0
28.0
100.0
100.0
100.0
100.0
100.0
148.0
15.0
100.0
148.0
100.0
28.0
231.0
28.0
100.0
100.0
40.0
100.0
28.0
35.0
100.0
118.0
89.0
100.0
167.0
44.0
143.0
100.0
100.0
100.0
127.0
100.0
100.0
100.0
100.0
147.0
100.0
100.0
100.0
152.0
100.0
222.0
20.0
12.0
100.0
100.0
6.0
100.0
134.0
100.0
100.0
28.0
28.0
100.0
100.0
162.0
18.0
100.0
100.0
100.0
100.0
28.0
160.0
35.0
100.0
227.0
80.0
100.0
92.0
167.0
10.0
95.0
100.0
222.0
121.0
210.0
157.0
100.0
35.0
100.0
141.0
31.0
100.0
183.0
21.0
100.0
67.0
83.0
100.0
100.0
28.0
176.0
10.0
100.0
28.0
9.0
41.0
100.0
60.0
100.0
100.0
100.0
100.0
100.0
178.0
100.0
133.0
9.0
28.0
50.0
100.0
203.0
89.0
100.0
28.0
28.0
100.0
100.0
117.0
100.0
100.0
28.0
28.0
162.0
28.0
100.0
22.0
100.0
50.0
70.0
198.0
100.0
174.0
100.0
28.0
23.0
150.0
100.0
188.0
100.0
28.0
35.0
100.0
28.0
100.0
160.0
100.0
131.0
12.0
100.0
35.0
144.0
100.0
110.0
28.0
100.0
100.0
80.0
28.0
100.0
100.0
52.0
100.0
100.0
100.0
78.0
152.0
100.0
3.0
28.0
100.0
28.0
8.0
38.0
100.0
100.0
28.0
13.0
100.0
37.0
160.0
174.0
98.0
100.0
100.0
99.0
100.0
114.0
17.0
100.0
100.0
100.0
74.0
68.0
28.0
100.0
100.0
55.0
19.0
100.0
52.0
28.0
28.0
160.0
100.0
100.0
100.0
100.0
45.0
143.0
35.0
170.0
34.0
171.0
28.0
117.0
100.0
36.0
95.0
100.0
28.0
41.0
100.0
157.0
70.0
16.0
78.0
28.0
28.0
100.0
100.0
9.0
70.0
40.0
88.0
100.0
100.0
34.0
9.0
43.0
71.0
100.0
28.0
80.0
96.0
12.0
100.0
100.0
28.0
100.0
28.0
28.0
100.0
28.0
100.0
157.0
43.0
50.0
100.0
100.0
63.0
100.0
100.0
43.0
195.0
100.0
100.0
100.0
76.0
100.0
23.0
76.0
35.0
100.0
53.0
150.0
105.0
100.0
38.0
100.0
100.0
100.0
51.0
100.0
100.0
28.0
139.0
100.0
53.0
168.0
100.0
197.0
100.0
150.0
28.0
28.0
114.0
28.0
135.0
49.0
38.0
70.0
100.0
100.0
114.0
39.0
100.0
56.0
68.0
50.0
100.0
100.0
64.0
96.0
10.0
100.0
100.0
28.0
100.0
28.0
100.0
28.0
28.0
100.0
10.0
100.0
100.0
91.0
28.0
201.0
100.0
45.0
28.0
50.0
100.0
61.0
203.0
6.0
100.0
208.0
100.0
100.0
19.0
49.0
100.0
3.0
28.0
37.0
100.0
28.0
100.0
15.0
100.0
67.0
95.0
30.0
81.0
10.0
100.0
117.0
35.0
43.0
100.0
111.0
100.0
100.0
114.0
28.0
32.0
100.0
35.0
93.0
100.0
100.0
100.0
100.0
28.0
100.0
37.0
129.0
128.0
28.0
134.0
52.0
14.0
10.0
100.0
9.0
100.0
100.0
22.0
100.0
28.0
220.0
28.0
117.0
100.0
27.0
100.0
100.0
100.0
212.0
100.0
100.0
100.0
100.0
153.0
100.0
220.0
170.0
104.0
100.0
100.0
100.0
70.0
21.0
100.0
27.0
100.0
88.0
100.0
100.0
107.0
44.0
135.0
100.0
96.0
100.0
100.0
100.0
83.0
100.0
199.0
100.0
28.0
100.0
100.0
181.0
65.0
100.0
100.0
70.0
174.0
35.0
28.0
100.0
183.0
100.0
100.0
100.0
164.0
100.0
100.0
121.0
100.0
28.0
149.0
100.0
28.0
37.0
38.0
155.0
123.0
28.0
200.0
100.0
50.0
50.0
188.0
100.0
100.0
164.0
100.0
100.0
38.0
62.0
95.0
100.0
100.0
100.0
100.0
28.0
74.0
100.0
28.0
106.0
21.0
100.0
100.0
28.0
70.0
100.0
100.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
