PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
-0.005236716174850628,-1.8950138673239003,-2.4786656897158257,1.4125879738790936,-0.1167300893948673,0.9187191013775904,0.5254729914571169,0.6255615092321676,-1.484008705459919,-0.005985312712999732,1.4089196493626228,0.4685358057368603,-0.11564847815165395,-0.10420121186668146,0.6565905141128511,-0.30607757592526474,-0.7698920976980587,0.29899610569230906,-0.5887726493122243,-0.8002699471152481
-1.503271641957133,-0.5361099450806106,0.1812372876723305,-0.45928344597696247,-0.34043646511417947,-0.29403607266769577,-0.4782793763159323,0.33486561151926064,-0.28194667077145996,0.3078167414558695,-0.26291970537782466,-0.18727450800178527,0.16332179694546423,0.07889553866645972,-0.12493818761517461,-0.028958426519037486,-0.06601026656479105,-0.3648498043961499,1.0268655987254534,0.029123213850833937
1.9794220924583528,0.6027491978790489,-0.4010005903986154,0.3738708317425958,-0.6968271992045344,-2.4282122549134044,1.1100804743453754,1.2079852594231364,0.265428664155629,-0.8167672808467472,0.3543754719153715,-0.4075392721738952,-0.20884630237653448,-0.25357699896958946,-0.7886836173415908,-0.4609715163550053,0.12897581948626005,-0.08851270788069726,-0.5356407193056923,1.5019127807819224
-1.3325178010478076,-0.6015258267547394,-0.12257603897852541,-0.40041296418561073,0.17565075889602244,-1.806420744048971,-0.5256218209605067,-0.3912255502403696,-0.26359373235867145,0.14470794346678306,0.09029346591991047,-0.14319590057138795,0.05558155576902073,-0.061138737065719304,-0.13265665589268236,-0.16492284845371882,0.177912671504836,-0.21998518187209762,0.7945866146236125,0.13952950565043945
1.9794220924583528,0.6027491978790489,-0.4010005903986154,0.3738708317425958,-0.6968271992045344,-2.4282122549134044,1.1100804743453754,1.2079852594231364,0.265428664155629,-0.8167672808467472,0.3543754719153715,-0.4075392721738952,-0.20884630237653448,-0.25357699896958946,-0.7886836173415908,-0.4609715163550053,0.12897581948626005,-0.08851270788069726,-0.5356407193056923,1.5019127807819224
1.827452411811439,-1.0722226413638878,2.4377816445932945,2.763411162443969,-1.5762361701208707,0.9097571874181158,0.001426340732678251,2.1473979914923143,1.4882532999173341,-0.497495956279568,-0.23973038849131653,-0.995167415031706,-0.08801910371947572,0.1315083856153975,-1.628270882234845,-0.4155563143326572,-0.916478553642696,-0.3865527086584989,0.5392620463159848,0.346748779073725
-0.32254301231995575,-1.5246349255531915,-2.8919272768962982,1.98540881825308,0.3637389209764914,1.3584007065435113,1.2917670959586565,0.4159885441644064,-1.265823948875813,-0.02116212253696066,1.7875026168746417,0.32340376772814566,-0.1301617150796413,-0.1506745659149935,0.6317287207152495,-0.9916928828623542,0.5722557380767779,-0.3650538981318263,-0.5447873973535694,0.02423869521097489
-2.5685602977792854,0.24225736925357294,0.25558546052623876,-1.4100786461635237,-0.9210616084973756,1.6316973542624806,-0.47593240452335506,0.11753235769839432,0.6117734609029145,0.9973935987187367,-0.8085850115861537,0.11773263667836063,0.8635938134249245,0.5582731763920705,0.15916642135366868,-0.247881758585695,0.2961298838333388,0.2742609490677279,-0.4243667135261348,-0.3585516086642346
-0.5980182864664008,-1.7876013351869073,-2.8874795749133315,2.2506150926476383,0.495457282886533,0.9475299783208393,2.1854699243867515,-1.1818318385685496,-0.4329189108987702,-0.7900890323611369,-0.04184910395484865,-0.0456524454022022,-0.6924439203067154,-0.737683019283682,-0.4773237807035156,2.61970520852696,-1.3547042026787373,3.3521489567622913,-0.054426034187076984,-0.42744399084468354
-1.5450397667502307,-0.7201539526310577,-0.061305932298606376,-0.1917928806775661,0.19141188440434048,-1.7410827848077228,-0.45691747800679905,-0.35231848356319734,-0.1014855516027062,0.1873690513014079,0.05169965721323825,-0.3162109918913692,-0.0789916566070524,-0.02597114462757433,-0.3429660330736732,0.07845826312910284,0.19682595704745984,-0.450464618478116,0.5877688512241601,0.35541338959790725
